Name,Carrier 1,Year 1,Carrier 2,Year 2,Carrier 3,Year 3,Carrier 4,Year 4,Carrier 5,Year 5,Carrier 6,Year 6,Carrier 7,Year 7,Carrier 8,Year 8,Carrier 9,Year 9,Carrier 10,Year 10,Carrier 11,Year 11,Carrier 12,Year 12,Carrier 13,Year 13,Carrier 14,Year 14,Carrier 15,Year 15,Carrier 16,Year 16,Carrier 17,Year 17,Carrier 18,Year 18,Carrier 19,Year 19,Carrier 20,Year 20,Carrier 21,Year 21,Carrier 22,Year 22,Carrier 23,Year 23,Carrier 24,Year 24,Carrier 25,Year 25,Carrier 26,Year 26,Carrier 27,Year 27,Carrier 28,Year 28,Carrier 29,Year 29,Carrier 30,Year 30,Carrier 31,Year 31,Carrier 32,Year 32,Carrier 33,Year 33,Carrier 34,Year 34,Carrier 35,Year 35,Carrier 36,Year 36,Carrier 37,Year 37,Carrier 38,Year 38,Carrier 39,Year 39,Carrier 40,Year 40,Carrier 41,Year 41,Carrier 42,Year 42,Carrier 43,Year 43,Carrier 44,Year 44,Carrier 45,Year 45
GIRODOLLE Jean-Louis,,2000,Ministry of Economy,2000,,2002,Ministry of Economy,2003,Ministry of Economy,2004,,2004,Investment banks,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GISCARD d'ESTAING Antoine Marie RÇmi Lazare,Heavy industry,1993,Heavy industry,1995,,1999,Technology,2005,Technology,2005,,2007,,2008,,2008,Consulting,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GISSEROT Pierre Jean Lucien,Ministry of Economy,1965,,1966,,1976,,1970,Commissions Other,1977,,1983,Ministry of Economy,1997,,1999,,2002,,1997,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GISSLER Eric Marc,Cabinets,1978,,1978,,1979,,1981,,1983,,1989, Caisse des dÇpìts et consignations,1989,Ministry of Economy,1991,Cabinets,1992,Ministry of Economy,1992,Ministry of Economy,1993,Ministry of Economy,1997,,2001,,2002,,2006,,2006,,2007,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GLICENSTEIN Gilles,,1997,BNP Paribas,1997,BNP Paribas,2000,BNP Paribas,1997,BNP Paribas,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GOMEZ Alain Michel Gilbert,,1971,,1972,,1976,,1982,,1982,,1982,,1980,,1982,,1982,,1996,,1996,,1996,,1996,Real estate sector,1999,Consulting,1996,,1999,,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GOSSET-GRAINVILLE Antoine Marie Miguel,,1999,,2002,Other sectors,2002,Other sectors,2007,,2010, Caisse des dÇpìts et consignations,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GOUIFFES Pierre-Francois Louis,Consulting,1990,Consulting,1993,Media,2004,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GOUYON de COIPEL (de) HervÇ,,1971,,1976,,1978,,1983,CrÇdit Lyonnais,1999,,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GRAPINET Gilles Paul Francis Dominique,,1994,Ministry of Economy,2002,,2003,,2004,,2005,,2007,Ministry of Economy,2007,Consulting,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GRIVET Jerome Pierre,,1995,,1997,CrÇdit Lyonnais,2003,,2004,Consulting,2004,Consulting,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GROVEN Eric Henri,Commisions,1991,FOM,1996,SociÇtÇ GÇnÇrale,1997,,2000,,2002,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GUERLAIN Matthieu Erik,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GUIDED Renaud Franáois Marie Marcel Pierre Nicolas,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GUILLAUME Henri AndrÇ,,1971,,1973,,1976,,1976,,1977,,1981,,1980,,1980,FOM,1981,,1984,FOM,1987,FOM,1987,,1989,,1989,,1996,,1996,,1999,,1998,,1998,,1999,Commisions,2001,,2001,,2001,,2001,,2004,,2005,,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
GUITTON Gilles Bernard Charles Marie Jean,,1985,,1976,Ministry of Economy,1978,Ministry of Economy,1984,,1985,,1985,,1988,,1988,,1988,CIC,1992,,1998,,2001,CIC,2003,CIC,2003,,2003,,2003,,2003,,2005,,2004,,1980,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HABERER Jean-Yves Hippolyte,,1956,FOM,1959,,1963,Ministry of Economy,1966,,1965,,1967,Cabinets,1967,Ministry of Economy,1967,Cabinets,1969,,1969,Ministry of Economy,1969,Ministry of Economy,1976,,1973,,1977,,1978,,1978,,1982,,1978,,1978,,1982,,1979,,1981,BNP Paribas,1986,BNP Paribas,1988,CrÇdit Lyonnais,1993,,1993,,1993,Natixis,1994,Natixis,1994,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HANNEZO Guillaume Thomas Pierre Antoine,,1991,,1993,,1996,Energy sector,1997,Energy sector,2002,Energy sector,2002,,2006,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HANNOUN Herve,Ministry of Economy,1981,,1981,,1983,,1984,,1985,,1985,,1989,,1992,Cabinets,1992,,2005,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HANOTAUX Pierre Albert Marie Joseph,,1989,,1993,,1996,,1998,Ministry of Economy,2002,,2003,,2003,,2009,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HAVARD Henry,,1991,,1994,,2004,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HEILBRONN Pierre AndrÇ Emmanuel,,1999,,2005,,2005,,2008,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HEILBRONNER Franáois,,1968,,1969,,1972,Cabinets,1974,,1974,,1976,,1986,,1994,Consulting,2001,Real estate sector,1999,,1999,,2001,,2000,Consulting,2001,Other sectors,2004,,2004,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HEILBRONNER-LAHOUD Anne-Gabrielle,Ministry of Economy,1999,,2000,Retail,2005,,2004,,2005,,2007,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HESPEL VÇronique ThÇräse Yvonne Elisabeth,Ministry of Economy,1983,,1984,Ministry of Economy,1986,,1986,Ministry of Economy,1989,,1992,,1994,FOM,2003,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HINNIN (d') Dominique Marie Philippe,Investment banks,1993,,1994,Media,1998,,1998,,1999,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HIREL Jean-Claude,,1963,,1965,,1968,,1974,,1974,Technology,1974,,1971,,1974,,1979,,1982,,1981,,1976,the Ministry of Universities,1979,,1981,,1979,,1981,,1981,the Ministry of Industry ,1984,,1984,,1986,,1986,,1986,,1986,,1987,Energy sector,1988,,1993,Energy sector,1993,Energy sector,1994,,1994,,1995,Energy sector,1998,,1998,,1998,,2005,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
HUSTACHE Philippe Gerard Lucien,Commisions,1973,Natixis,1975,the Ministry of Industry ,1978,Energy sector,1981,Energy sector,1994,Energy sector,1994,,2000,Heavy industry,2002,Heavy industry,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
IDRAC Francis Cloud,FOM,1976,,1979,,1979,,1982,,1982,,1986,,1984,,1988,,1986,,1988,,1993,,1994,,2005,,2009,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JACHIET Nicolas Marie,,1985,Ministry of Economy,1987,Ministry of Economy,1991,,1995,Ministry of Economy,2002,,2004,Caisse des DÇpìts et Consignations,2005,Ministry of Economy,1989,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JACLOT Francois Michel Marie Charles,Natixis,1987,Natixis,1987,Heavy industry,1989,Heavy industry,1989,,N / A,,1994,Investment banks,1996,Energy sector,1997,Heavy industry,2000,Consulting,2001,Heavy industry,2001,Media,2000,,2003,Other sectors,2005,Other sectors,2005,Consulting,2006,Energy sector,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JACOB Michel Jean Yves,Ministry of Interior,1976,Energy sector,1984,Energy sector,1985,Technology,1986,Technology,1988,,1999,,2001,,2001,,2001,,2002,,2002,,2003,,2004,,2010,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JACQUIN de MARGERIE Gilles Roland Maurice,Investment banks,1988,FOM,1989,FOM,1990,Cabinets,1991,,1994,,1996,,1997,,2002,CrÇdit Lyonnais,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JAFFRE Philippe Serge Yves,,1979,,1979,,1980,Ministry of Economy,1985,,1988,Ministry of Economy,1988,Other banks,1988,,1993,Energy sector,1999,,2001,Other banks,2002,,2002,,2004,,2007,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JAHAN de LESTANG Martin Yves Georges Marie Joseph,,2004,Ministry of Economy,2004,,2005,Ministry of Economy,2005,,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JEANCOURT-GALIGNANI Antoine Jacques Jean,,1968,,1970,Ministry of Economy,1972,,1979,Other sectors,1976,,1975,,1977,,1978,,1978,,1979,Other sectors,1976,Real estate sector,1978,,1975,,1975,Other banks,1982,Other banks,1982,,1983,,1984,Other banks,1988,Other banks,1994,,1990,,1994,,1994,,2001,Real estate sector,1995,,1999,,1998,,2001,,2002,Real estate sector,2005,Real estate sector,2003,,2003,,1969,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JEORGER Leopold Henri,,1966,,1970,,1974,,1975,,1974,,1974,Other sectors,1975,,1975,,1975,,1995,,1995,,1998,Other banks,2002,,1965,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JEVAKHOFF Alexander,,1987,,1988,,1989,,1989,Media,1992,Media,1992,FOM,1999,,1999,Real estate sector,2001,,2007,,2009,,2010,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JOCHUM Jean-Pierre Francois Maurice,,1971,,N / A,,1972,,1985,,1978,,1980,,1982,,1988,Ministry of Economy,1994,Media,1995,,2000,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JODER Melanie Lisa,,2009,Ministry of Economy,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JOLY Alexandre Albert Robert,Heavy industry,2001,,2007,,2007,FOM,2007,FOM,2008,,2008,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JOUBERT-BOMPARD (known as BOMPARD) Alexandre Pierre Alain,,2003,Media,2008,,2011,Retail,2011,,2003,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JOUYET Jean-Pierre Victor Edouard,Commisions,1983,,1984,,1988,FOM,1988,FOM,1991,,1995,Other sectors,1997,,2000,Ministry of Economy,2004,,2005,,2000,,2003,,2004,,2005,Other banks,2005,Ministry of Economy,2007,,2008,,2008,,2006,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JUERY Jean-Francois,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JUPPE Alain Marie,,1976,,1976,,1977,,1977,,1979,,1980,,1982,,1981,,1995,,1989,,1986,,1986,Ministry of Economy,1988,,1988,,1989,,1994,,1995,,1992,,1993,,1995,,1997,,2008,,1995,,2004,,2004,,2006,,2006,FOM,2007,,2008,,2011,,2011,,1976,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JURGENSEN Charles Philippe Henri,,1972,FOM,1972,,1973,Ministry of Economy,1982,,1982,Ministry of Economy,1983,,1985,,1985,Ministry of Economy,1987,,1987,,1989,,1989,,1995,,1995,,1996,,1996,,2004,,2005,Commisions,2001,,2005,,2010,,2010,,1974,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
JUTTEAU Maud Aline Antoinette,,2011,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
KAEPPELIN Thierry,,1962,,1963,,1964,Cabinets,1969,,1965,Cabinets,1972,,1977,,1974,,1976,,1981,Ministry of Interior,1986,,1988,,1988,,1996,,1997,FOM,1999,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THE NANTEUIL BAR (by) Yann HervÇ Marie-Joseph,,1997,,1998,,2000,,2003,Cabinets,2004,,2003,,2004,,2005,,2005,,2006,,2006,,2008,,2009,SociÇtÇ GÇnÇrale,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
THE CASTRIES CROSS (by) Henri RenÇ Marie Augustin,,1984,,1985,Ministry of Economy,1989,,1991,,1993,,1997,Investment banks,1998,,2000,Ministry of Economy,1984,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LACHAUX Claude Maurice,,N / A,,1962,Ministry of Economy,1963,,1965,,1971,,1972,,1972,,1972,,1976,,1977,,1981,FOM,1981,,1983,,2000,,2002,,2002,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
Sarah LACOCHE,,1998,,2001,,2003,,2008,,2009,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
LAFFITTE Michel,Ministry of Economy,1991,,1991,,1992,Ministry of Economy,1993,,1994,Ministry of Economy,1997,Ministry of Economy,1998,,1998,Caisse des DÇpìts et Consignations,2002,,2007,the Ministry of Industry ,2007,,2010,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A,,N / A
